This would still be a major problem, according to climate change adherents. However, a new reckoning of the rising sea levels finds that previous calculations have have been off, and by quite a bit. The actual rise in sea levels measured only 1.2 millimeters instead of the previously accepted 1.6 to 1.9 millimeters. This, the researchers say, means that the actual rise has fallen from the once-imagined 6.7 inches over 90 years to 4.2 inches. A recent New York Times article noted that this means the difference between the old and new numbers “turns out to be an immense amount of water: on the order of two quadrillion gallons.” That would be about as much water as the whole of Lake Superior.	1
Claims of global warming have been greatly exaggerated. In 2012, The Economist called the Heartland Institute “the world’s most prominent think tank promoting skepticism about man-made climate change,” and this conference certainly lived up to that reputation. You can see many of the speeches at the conference website and at Heartland’s Youtube channel.	2
The Intergovernmental Panel on Climate Change should be clearer on how it draws conclusions from the body of research it assesses when gauging the impacts of global warming. Here’s an Associated Press summary in The Times and a BBC article on the Dutch findings, which are in a report initiated after an errant conclusion about the risks from rising sea levels in the Netherlands made it into the 2007 climate assessments by the panel. That particular error, the Dutch agency said, was its own fault.	1
Evidence now leans against global warming resulting from human-related greenhouse gas emissions. The report, which cites thousands of peer-reviewed articles the United Nations-sponsored panel on climate change ignored, also found that “no empirical evidence exists to substantiate the claim that 2°C of warming presents a threat to planetary ecologies or environments” and no convincing case can be made that “a warming will be more economically costly than an equivalent cooling.” The U.N.’s panel is scheduled to release its next report next month. The Nongovernmental International Panel on Climate Change, or NIPCC, which produced the report, is described as “an international panel of scientists and scholars who came together to understand the causes and consequences of climate change.” Unlike the “United Nations’ Intergovernmental Panel on Climate Change (IPCC), which is government-sponsored, politically motivated, and predisposed to believing that climate change is a problem in need of a U.N. solution,” NIPCC “has no formal attachment to or sponsorship from any government or governmental agency” and is “wholly independent of political pressures and influences and therefore is not predisposed to produce politically motivated conclusions or policy recommendations.” In Climate Change Reconsidered II: Physical Science, which The Heartland Institute published and released on Tuesday, lead authors Craig D. Idso, Robert M. Carter, and S. Fred Singer worked with a team of scientists to produce a 1,200-page report that is “comprehensive, objective, and faithful to the scientific method.” They found that even “if the concentration of atmospheric carbon dioxide were to double,” whatever “warming may occur would likely be modest and cause no net harm to the global environment or to human well-being.” Breitbart News obtained a detailed summary of the report’s key findings.	2
Ousley-Nevarez visited Europe last fall. She shows me a picture she took of a flood gauge on an old wall in a town near the border of Germany and Austria. Flooding has been going on forever. “It is what it is. You can’t change it.” The Harris County Flood Control District is not so fatalistic.	2
The world is warming not only because fossil fuels are being burned, but also because soils, forests and wetlands are being ravaged. In recent years, some scientists have begun to ask whether we can put some of that carbon back into the soil and into living ecosystems, like grasslands and forests. Simply reducing emissions will not sufficiently limit global warming. According to the 2014 report by the Intergovernmental Panel on Climate Change, an authority on climate science that operates under the auspices of the United Nations, humankind also needs to remove some of the carbon already in the atmosphere to avoid, say, the collapse of polar glaciers and the inundation of coastal cities worldwide. “We can’t just reduce emissions,” Keith Paustian, a soil scientist at Colorado State University and an author of an earlier I.P.C.C.	0
“I have to admit,” Spencer said, “adding Co2 to the atmosphere should cause some warming, but I think it’s an entirely open question… how much warming we’re going to get from adding Co2 to the atmosphere.” And this factor “makes all the difference between Al Gore’s Armageddon and ‘who cares it’s probably a beneficial thing. '” Spencer then went on to illustrate how easy it is to make assumptions based on “data” by showing a graph on the screen that showed how the rise in UFO sightings coincided with the rise in ocean temperatures and joked that maybe aliens are causing global warming. Climate deniers blame global warming on aliens from outer space. The UFO joke graph was the first of a series of more serious graphs that Spencer presented to show that much of the alarmist rhetoric over global warming is not supported by facts. For instance, after the humorous graph, Spencer showed one that revealed that nearly every century since Roman times has experienced either global warming or global cooling proving that the “norm” is wild change and not some grand mean leveling.	1
This was a roll-out of a new talk built on notes. I’m writing a series of posts building on this talk, which you’ll see here as I introduce some new directions for Dot Earth starting next month. Global warming is inevitably going to be, at best, managed . As I mentioned in my talk, it’s not hard to find signals that diplomatic and legislative efforts are destined to be inadequate and new approaches are needed. When Friends of the Earth (U.K.) says that some geo-engineering options need to be explored (cloud management and direct air capture of carbon dioxide) you know they’re not counting on emissions pledges.	0
The satellite data is compiled by two separate sets of researchers, whose results match each other closely. One team that compiles the data includes Climate Professors John Christy and Roy Spencer at the University of Alabama in Huntsville, both of whom question Karl’s adjusted data. The study is one more example that you can get any answer you want when the thermometer data errors are larger than the global warming signal you are looking for. “We believe the satellite measurements since 1979 provide a more robust measure of global temperatures, and both satellite research groups see virtually the same pause in global temperatures for the last 18 years,” he said. Karl said satellite data also have issues, including “orbital decay, diurnal sampling, instrument calibration target temperatures and more.” Spencer said he agreed that those are issues, but they are less problematic than using data from thousands of ships and buoys.	2
 FILE - In this Jan. 8, 2018 file photo taken with a drone shows the flooded village of Rees at river Rhine, Monday, Jan. 8, 2018. Millions more people around the world are threatened by river floods in coming decades due to climate change. Researchers in Germany say greater flood defenses are particularly needed in the United States, parts of India and Africa, Indonesia and Central Europe. (Arnulf Stoffel/dpa via AP) BERLIN (AP) — Global warming will increase the risk of river flooding over the coming decades, endangering millions more people around the world, according to a study published Thursday.	0
