NASA and the National Oceanic and Atmospheric Administration -LRB- NOAA -RRB- announced in news releases that 1998 was the hottest year ever at 58.1 degrees - 1.2 degrees hotter than normal.	0
And while that may sound like a slow burn , some scientists are viewing it more like an approaching firestorm when considered in geological time.	0
Undersecretary of State Timothy Wirth , head of the U.S. delegation , praised the provision and said it would help private industry meet commitments to cut carbon dioxide emissions.	0
Even if we sharply reduce our carbon dioxide emissions by switching from fossil fuels to wind or air , and by cleaning coal-fired power plants , we will merely slow the destruction of our Earth as we know it.	0
Its tenets , already taken for granted in the blue states , were embraced this week by the Christian leaders who formed the Evangelical Climate Initiative.	0
When stormwater threatened to pour onto roads and into our homes, engineers could open the gates and use gravity to drain it into the ocean.	0
But cap-and-trade legislation , which would limit emissions and allow emitters to trade pollution allowances , is fiercely opposed by a coalition of Republicans and Democrats from fossil-fuel-dependent Midwestern states who fear that such a system would raise energy prices and hurt the nation 's economy.	0
Hermosa, S.D.: In all my reading on climate change, I haven't seen a discussion of this ultimate question: could an increase in greenhouse gas ultimately make our planet unlivable, perhaps because earth's atmosphere changes to an extent that it no longer supports life?	0
How could we be happy with a personal physician who offered only the Bush administration's do-nothing regimen for a high fever?	0
For example , while people in the East and Midwest were complaining about a cold winter this year , Nevada and neighboring California were having some of their warmest winter months ever.	0
He said little during or after the 30-minute meeting , but now that he has been fully briefed he can not keep responding to questions about climate change by repeating , `` I 'm not a scientist . .	0
When it starts to slide over into the social issues , into other issues that really are n't related to the economy , that 's where I start having problems with them , and I think a lot of other people do , '' she said.	0
European politicians, who acknowledge that their system got off to a rocky start, contend that after an initial experimental phase that lasted from 2005 to 2007, the system has improved.	0
In the largest step toward limiting climate change yet , sweeping new regulations expected to be released this week will for the first time call for curbs on the tons of carbon dioxide that pour from power plant smokestacks every minute.	0
His party can get away with fact-denial - in global warming 's case - and win cable-television arguments about FEMA , so long as something like a major news event , e.g. , reality , does not shatter the picture.	0
Romney 's answer to the question about climate change last Friday during his first town hall meeting since announcing his second presidential campaign allowed him to demonstrate what he hopes voters will see as a new and improved candidate - an authentic leader with core convictions.	0
The chief executive of the General Electric Company , Jeffrey R. Immelt , pushed the company squarely into the global warming debate on Monday , asking the government for a clear energy policy and saying later in an interview that he expected Washington to eventually impose controls on carbon emissions.	0
The more intriguing and important this field becomes, the more we need clear, unbiased explications of what its evidence reveals.	0
The protocol would require the United States to take strong steps to sharply reduce emissions of heat-trapping gases like carbon dioxide from autos and industry.	0
To do nothing in the face of rapid change is not an intelligent strategy.	0
Lucia Childs-Walker , Minneapol.	0
`` We need ever higher ambition by all nations in the run-up to the U.N. climate convention meeting in Paris in 2015 -- ambition that can match emission reductions and support for adaptation in vulnerable countries and communities with the sobering scientific reality , '' she said.	0
Announced by Bush back in February , Clear Skies aims to reduce the levels of nitrogen dioxides , sodium dioxide and mercury.	0
"""Temperatures are warming and will likely continue to warm,"" she said."	0
The talk was shaped around the post I recent built around a string of Twitter haikus in which I listed eight traits that , if nurtured , can help sustain human progress on a finite planet.	0
`` They have all-electric cars now that are freeway-legal.	0
`` Now we 're saying it 's more like 95 percent they will be alive at five years . .	0
In interviews, scientists involved in writing the paper acknowledged that the 50 percent threshold was simply a best guess, based on extrapolating the earlier research.	0
The Minneapolis-based utility said Thursday its third-quarter net income rose 13 percent to $ 252 million , or 58 cents per share , from $ 224 million , or 53 cents per share , in the year-ago period.	0
This is no mere intellectual exercise.	0
Why does this issue seem to defy political leadership.	0
In addition, don't forget that America's continued increase in consumption of oil is altering the composition of the earth's atmosphere, which will continue to change unpredictably.	0
511 Contra Costa , a group which advocates `` green commutes '' such as carpooling , walking , cycling and taking public transportation , paid for the charging units with funds generated by a half-cent sales tax in Contra Costa County.	0
With the United States carping from the sidelines , Japan , Europe and other industrialized nations -- 38 in all -- agreed to reduce emissions of carbon dioxide and other greenhouse gases to 5 percent below 1990 levels -LRB- with minor adjustments , depending on the country -RRB-.	0
Analysis of Antarctic ice trumps even Darwin, since it presupposes weather events dating back almost a million years.	0
China , the world 's No. 1 polluter , will still increase its emissions until 2030 or so , under the agreement.	0
Public health groups have in recent years been warning of how climate change poses health threats , especially among vulnerable populations , as well as the stress it puts on America 's health-care providers.	0
According to this article , a bill is pending that would forbid the Environmental Protection Agency and White House Council on Environmental Quality to hold educational or informational seminars on global warming.	0
I asked the tree-hugger who called to suggest I alert Coloradans.	0
Tuesday 's move is the 14th time since 1849 that the city 's official weather-monitoring equipment has been relocated.	0
The recent , unexpected boom in domestic natural gas production , which has spurred a move away from dirty coal burning , combined with measures such as Obama 's forthcoming vehicle fuel-efficiency standards , has put the country on a declining emissions path , for now.	0
The lawmakers have banded together to fight legislation they think might further damage their economies.	0
The rules , passed this month by a unanimous vote of the State Environmental Board , are expected to be adopted across the Northeast and the West Coast.	0
Public relations contractors will develop mobile applications , website materials , and media advertising.	0
The same models were used in preparing the reports of the Intergovernmental Panel on Climate Change.	0
Q : Should EPA keep pressing ahead with new greenhouse gas rules , or should it accept that Congress will shape the future of any mandatory limits on carbon dioxide.	0
`` We 've got really good evidence now that environment matters , '' says Jay Portnoy , a Kansas City , Mo. , allergist and president of the American College of Allergy , Asthma & Immunology.	0
Nichols admits to being something of a skeptic about global warming.	0
According to museum curator Jason Schein , these creatures demonstrate that Earth 's climate always has been changing and that it continues to change - now , especially because of greenhouse gasses and carbon emissions.	0
Rebuke for the E.	0
Nye advocates action to address climate change and is fresh off a high-profile debate with a creationism proponent Ken Ham , while Blackburn is a vocal skeptic and vice chair of the House Energy and Commerce Committee.	0
Egyptian scientists are measuring the impact of Alexandria 's road system on air pollution.	0
PolitiFact reviewed several reports on the subject.	0
Two sentences in Johnson 's draft stood out.	0
Call 612-725-2724 for more information.	0
The amount of sea ice in the summer has declined more than 40 percent since satellite tracking began in the late 1970s , a trend that most scientists believe is primarily a consequence of the human release of greenhouse gases.	0
After the phase-in , the average would be $ 590 a year , the study found.	0
OMB reviewed the finding weeks ago and found it `` carefully rooted in both law and science , '' wrote Orszag.	0
But the organization got support not only from mainstream environmental groups , other nonprofits and governments such as Denver , Boulder , Aspen , Fort Collins and Summit County.	0
This issue is not a matter of if , but when . .	0
It could bring a sharp increases in asthma cases, he said, as well as erosion of beaches in Queens and the Bronx and flooding of Staten Island wetlands.	0
Officials know poor countries will need aid to square the circle.	0
Both of those bills -- one by President Bill Clinton in 1993 and one by President Obama in 2010 -- ultimately failed , contributing to heavy Democratic losses in midterm elections.	0
"""Some may still deny the overwhelming judgment of science, but none can avoid the devastating impact of raging fires, and crippling drought, and more powerful storms."	0
When he testified again the following year, officials in the first Bush administration altered his prepared statement to downplay the threat.	0
Glaciers are melting in the North.	0
Glad to be back.	0
California was the world's 12th-largest producer of greenhouse gases last year.	0
Climate Efforts Falling Short , U.N. Panel Sa.	0
The vast divide between the two illustrates the wide range of opinions being tossed around at the Kyoto meeting -- and the passion many bring to the complicated and often emotional debate about global warming.	0
Not surprisingly , Lucy and I have diametrically opposed views on what George Will labels the `` latest eco-scare . .	0
They 're struggling because of rising temperatures caused , in part , by the buildup of heat-trapping gases from tailpipes and smokestacks.	0
Now , the study at Punta Tombo , Argentina , found that intense storms and warmer temperatures are increasingly taking a toll.	0
'The stream of studies suggesting global warming's impact on Earth  and its inhabitants surged to a flood in 2003 with reports on  melting ice, droughts, decreased plant productivity, and altered  plant and animal behavior,' the journal's editors noted.	0
Green office building , new fluorescent lighting , recommissioned infrastructure , new appliances , power management : 5 million lbs CO2 per year Sources : Environmental Protection Agency , Lee Technologies , American Public Transport Association , Lawrence Berkeley National Laboratories -LRB- Philip Haves -RRB- , Staff resear.	0
Climate change remains controversial , with a significant number of Americans saying it 's exaggerated and many lawmakers disputing the science.	0
That question is being argued in Congress , as Democrats are fighting for a measure that would require intelligence agencies to produce a comprehensive study on the effects of global climate change on America 's national defense.	0
The nonprofit advocacy group has joined the companies in the project and will monitor results, Krupp said.	0
The effort to reduce the world's greenhouse gas emissions was supposed to start with people simply using less coal, oil and natural gas.	0
Value of U.S. House 's Carbon Offsets Is Murky ; Some Question Effectiveness of $ 89,000 Purchase to Balance Out Greenhouse Gas Emissio.	0
Among the deletions were conclusions about the likely human contribution to warming from a 2001 report on climate by the National Research Council that the White House had commissioned and that President Bush had endorsed in speeches that year.	0
Crist signed three executive orders setting limits on greenhouse gas emissions , mandating strict emissions limits for cars sold in Florida , requiring energy-efficient construction and forcing utilities to generate 20 percent of their electricity from renewable energy sources.	0
RALEIGH -- As if global warming wasn't enough, parts of North Carolina have their own problem with rising temperatures -- thanks to rapid development.	0
Carbon dioxide , released by the burning of fossil fuels and other human activity , has been steadily building up in the atmosphere since Keeling began monitoring it in the 1950s.	0
The U.S. Army is looking to go green - not khaki - environmentally green.	0
` This seems to be a good first step towards getting the U.S. government to do something about global warming , ' Toor said , explaining why Boulder joined the suit.	0
Emission reduction urged	0
Johnson said the problem cries out for a federal solution.	0
But the links between carbon emissions and the weird and worsening weather keep getting stronger.	0
According to the agreement with Commerce , that means about half of the 4.7 million tons of carbon produced by the plant annually will need to be offset.	0
The warming ocean is also bringing salmon , three kinds now , to waters here.	0
We would n't want to.	0
Pronk presented the latest proposal to the delegates late Saturday , setting the stage for continued marathon negotiations scheduled to run at least through today.	0
The Environmental Protection Agency gave the Texas Commission on Environmental Quality authority over greenhouse gas permitting on Tuesday , ending a long battle between the federal agency and the state.	0
Scientists with the group said the increase , a half-billion extra tons of carbon pumped into the air , was almost certainly the largest absolute jump in any year since the Industrial Revolution , and the largest percentage increase since 2003.	0
As it rises into the atmosphere , scientists say it acts like a blanket and traps heat , warming the planet.	0
PSC to consider utility rates aga.	0
Go to Code Green Resorts reacting to declining snowpa.	0
Supports proposals `` to devote billions of dollars annually to state game and fish agencies and federal land management agencies to help them ensure that fish and wildlife survive the impacts of climate change . .	0
`` Recent warming coincides with the rapid growth of human-made greenhouse gasses , '' says James Hansen of NASA 's Goddard Institute for Space Studies in New York , whose compilation of temperature data shows 2005 as the warmest ever recorded , regardless of what December brings.	0
But Congressional adversaries argued today whether signing it now , a step the White House favors as a sign of its commitment to the controversial accord , would strengthen or weaken the bargaining hand of the United States.	0
We should be doing the same in the United States -- regardless of all the noise about whether carbon dioxide is causing global warming or not.	0
An Update on Risks of Abrupt Jolts from Global Warming	0
JOEL GORDES , an energy consultant , believes that Connecticut 's multibillion-dollar insurance industry has a choice : face possible financial ruin from losses due to more frequent and severe storms , droughts and wildfires or commit some of the industry 's considerable resources to efforts to stem global warming.	0
Using thermal radar, they are pinpointing the hottest areas and finding ways to cool them: removing impermeable blacktop that traps water and heat, building rooftop gardens, planting southern varieties of trees and adding air-conditioning to classrooms.	0
Others could become extinct.	0
Below , five notable ways climate change can already be seen.	0
And somewhat ironically , the justices who seem most willing to back away from the Dormant Commerce Clause are those justices - Scalia and Thomas - who are usually least sympathetic to environmental concerns.	0
Under the previous six presidents , green lights for smog-cutting measures tougher than federal standards had always been automatic.	0
At Camp David, the leaders of the world's two largest economies appear ed to paper over such differences.	0
As oil from the blown BP oil rig gushed into the Gulf of Mexico, technology from a Sunnyvale company was used to help diagnose the magnitude of the disaster.	0
The punchy piece largely supports the conclusion of various analysts that global warming has matured as a litmus-test issue for conservatives , right up there with gun rights.	0
In addition , The Times reported that a state regulator in Kansas had denied a permit for a large coal-fired power plant because of the global warming gases it would emit.	0
Worse , many specifics of these scenarios will depend on what we still do not fully understand.	0
But Washington hangs back, fearful of asking the country to make the investments in cleaner fuels, cars and power plants needed to start bringing emissions down.	0
In the 2009 Copenhagen climate accord , 21 developed nations and the European Union agreed to provide $ 30 billion over three years to help poorer nations adapt to climate change and reduce their greenhouse gas emissions.	0
Just as President Bush was about to wheel out his `` new international climate change framework , '' the NASA administrator , Michael Griffin , declared that there is no need to take action against global warming.	0
Energy once again is dominating Colorado's U.S. Senate race with the announcement that climate change guru Tom Steyer is tapping his fortune to make sure Democrat Mark Udall wins another term.	0
Bush 's call to action during a speech at the United States Agency for International Development was seen by some as a diversionary tactic meant to undercut the G8 meeting by introducing a new process.	0
Burning these fuels releases this carbon as carbon dioxide into the atmosphere.	0
While that is far from a majority, it is one of the biggest showings so far for a global-warming-related resolution.	0
-LRB- That 's a lot , he says , about 5 percent of the average U.S. cow 's production . -RR.	0
In its determination , the agency said that it found a listing was `` warranted but precluded , '' meaning the pine deserved federal protection but the government could not afford this.	0
@ILuvCO2 @UNGeneva @WMOnews @ParisCOP21 U love CO2 so I can only understand your point of view.But u n I know the trigger of #SemST	0
In a warmer world, plants may also produce more emissions that are precursors to ozone.	0
`` Merely engaging in high-minded debates about theoretical future reductions while continuing to steadily increase emissions represents a self-delusional and reckless approach , '' Mr. Gore said.	0
The World Council of Churches , among others , said the U.S. renunciation of its Kyoto commitments was a `` betrayal of their responsibilities as global citizens . .	0
You need to create buildings that use renewable resources.	0
He calls the global warming debate the latest example of environmentalist creationism.	0
It is only the latest challenge the industry faces from California , which has regularly been aggressive in setting air-quality standards.	0
In Minn. , effort to measure climate change effec.	0
In an interview , Rajendra Pachauri said the U.S. approach to climate change might be altered by the next presidential election or by the actions of states and cities.	0
If cap-and-trade could n't pass this year or last despite overwhelming Democratic majorities , it 's hard to see how it will in the foreseeable future.	0
It appears that Rep. Darrell Issa -LRB- R-Calif . -RR.	0
`` We 're definitely not there yet , '' Ritt Bjerregaard , environmental minister for the European Union , said last night.	0
Take , for example , the hope for the eventual conversion of farmland behind the Nisqually National Wildlife Refuge.	0
Gore cracks self-deprecating jokes - `` I am the former next president of the United States '' - shows `` Futurama '' clips and climbs into a cherry-picker to make a point about the magnitude of temperature changes.	0
June.	0
Warming and the Rig.	0
`` It would be very difficult for our scientists to be doing evaluations of a cement plant in Georgia or Florida and the impact it 's going to have on the polar bear habitat , '' Mr. Salazar said.	0
In every instance , the term `` living '' document has either been stated or implied.	0
Florida now leads the south in the government purchase of hybrids, with about 100 so far bought by various state and local officials, said Mark Johnson, regional fleet manager of the Southeast Toyota Distributors.	0
According to the release , the Snowmastodon site was an ancient lake that filled with sediment between 140,000 and 55,000 years ago , preserving Ice Age fossil ecosystems.	0
"The preliminary draft of the new assessment, released for expert comment yesterday, is somewhat more definitive, indicating that global warming since 1860--somewhere between 0.7 and 1.5 degrees F, about 0.2 degree F higher than the 1995 estimates--is ""exceptional and unlikely to be solely natural in origin."""	0
The report's recommendations include dramatically reducing vehicle emissions through use of public transportation, telecommuting and living closer to work.	0
The plan should force Gov. Rick Scott and the Florida Legislature to stop ignoring accepted science on global warming and craft a more thoughtful energy policy.	0
Some may be thwarted by science and engineering hurdles , as noted below , or by government policy ; others could assume a far greater share of the burden than depicted here.	0
It will issue a year-end report next week.	0
I 've served as an election officer in many California elections , and in primary elections , we usually see a few voters who come to the polls thinking they 're `` independents '' but discover in real time that they 're members of the AIP.	0
They probably do n't even know how many cows they have , '' Williams said.	0
The blood levels of mercury are similar in children who are developing normally and children with autism , researchers reported Monday , and do not appear to be contributing to developmental problems.	0
Amid the flurry of lobbying in Sacramento from environmentalists and automakers , the bill 's fate may rest with two Bay Area lawmakers -- from districts with an auto plant and oil refineries -- who have supported it for months but now are on the verge of switching their votes.	0
Laissez-faire does not work . .	0
It is the fierce opposition by one political party , the fossil-fuel-funded Republican Party.	0
Target taking on climate change	0
Later this year we 'll learn how many green jobs existed in 2011.	0
Americans ' worries about environmental issues have hit a 20-year low , largely because of economic concerns , according to a Gallup Poll released Tuesday.	0
While individuals are limited in what they can do , visitwww.350.org for global warming news and campaigns in which you can participate.	0
Ancient gas `` burps '' may hold future climate clu.	0
While the Local Action Plan contains numerous suggestions for reducing greenhouse gases from residential , commercial and industrial sources , the task force could identify only a few ways to reduce emissions from transportation.	0
In a 1998 memo , the American Petroleum Institute -- the industry group in which Exxon has long been dominant -- said it would achieve `` victory '' when doubts about climate-warming science become a `` part of the ` conventional wisdom . ' .	0
The report was endorsed 24 to 1 by COG's board.	0
A trained forester whose philosophy is tempered by his role as a volunteer Minnesota Master Naturalist , Dirksen takes a different approach with his 28-acre forest.	0
But the combined results of 56 of them?	0
Legislators from both parties liked the broad strokes but awaited details.	0
America 's Shame in Montre.	0
It may just cause more confusion.	0
Negotiators from more than 150 countries are heading to Marrakech to put the final touches on an accord aimed at limiting the human influence on the climate.	0
Environmental concerns such as rising sea levels are contributing decisively to international armed conflicts and must be addressed with urgency.	0
Opponents of the Feinstein amendment said the liquefied gas brought to the United States in tankers could greatly relieve U.S. energy shortages.	0
The rule , which comes on the heels of tough new requirements that the administration imposed on mercury emissions and cross-state pollution from utilities within the past year , dooms any proposal to build a coal-fired plant that does not have costly carbon controls.	0
The agency is moving ahead with rules to regulate emissions from coal-fired utilities and other major emitters and has enacted such standards for vehicles.	0
The battle over global warming in a Prince William County Circuit Court , focused on renowned climate scientist Michael E. Mann , was either an assault on science or a search for the truth , depending on whose brief you were reading.	0
The gases are trapping more of the sun 's heat near the Earth.	0
`` This is not just a wacky thing , '' Tidwell said.	0
Other rivers could experience increased runoff.	0
So how are we doing, more than six years into the program hatched under Gov. Rill Ritter?	0
The Europeans had proposed that emissions be reduced to 1990 levels by the year 2000.	0
The Bush administration yesterday unveiled but immediately disparaged a proposal to seek public comment on whether the government should regulate greenhouse gas emissions under the Clean Air Act , declaring at the outset that the proposed approach would be unworkable.	0
"It's ""basically a bunch of tundra buggies strung together...right out on the tundra, which is pretty isolated,"" she said."	0
Iorio did not return an e-mail seeking comment , and a news release announcing her support of the effort did not include any comments from her.	0
`` We think it 's a bad law . .	0
BP -- the world 's third-largest publicly traded oil and gas com pany -- produced an estimated 40 million tons of carbon dioxide and other greenhouse gases worldwide in 1990 , according to the company.	0
Internationally acclaimed scienti.	0
Although the zero-emission standard , which was scheduled to take effect with the 2003 model year , has been delayed by a court injunction , it has prompted automakers to spend billions of dollars developing technologies to cut harmful tailpipe emissions and has led them to start promoting and selling electric vehicles.	0
